Timestamp,Vehicle_ID,Type,License_Plate,Confidence,Image_Frame,Image_Vehicle,Image_Plate_Raw,Image_Plate_Processed
2025-12-04 09:48:41,1175,car,29058835,0.00,output_standard\imgs_full\20251204_094841_ID1175.jpg,output_standard\imgs_vehicles\20251204_094841_ID1175_veh.jpg,output_standard\imgs_plate_raw\20251204_094841_ID1175_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_094841_ID1175_plate_proc.jpg
2025-12-04 09:48:41,996,truck,29059093,0.00,output_standard\imgs_full\20251204_094841_ID996.jpg,output_standard\imgs_vehicles\20251204_094841_ID996_veh.jpg,output_standard\imgs_plate_raw\20251204_094841_ID996_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_094841_ID996_plate_proc.jpg
2025-12-04 09:57:06,201,car,3629790,0.00,output_standard\imgs_full\20251204_095706_ID201.jpg,output_standard\imgs_vehicles\20251204_095706_ID201_veh.jpg,output_standard\imgs_plate_raw\20251204_095706_ID201_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_095706_ID201_plate_proc.jpg
2025-12-04 09:57:07,199,car,30566673,0.00,output_standard\imgs_full\20251204_095707_ID199.jpg,output_standard\imgs_vehicles\20251204_095707_ID199_veh.jpg,output_standard\imgs_plate_raw\20251204_095707_ID199_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_095707_ID199_plate_proc.jpg
2025-12-04 09:57:10,338,car,88463602,0.00,output_standard\imgs_full\20251204_095710_ID338.jpg,output_standard\imgs_vehicles\20251204_095710_ID338_veh.jpg,output_standard\imgs_plate_raw\20251204_095710_ID338_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_095710_ID338_plate_proc.jpg
2025-12-04 09:57:10,274,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_095710_ID274.jpg,output_standard\imgs_vehicles\20251204_095710_ID274_veh.jpg,output_standard\imgs_plate_raw\20251204_095710_ID274_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_095710_ID274_plate_proc.jpg
2025-12-04 10:05:52,201,car,3629790,0.00,output_standard\imgs_full\20251204_100552_ID201.jpg,output_standard\imgs_vehicles\20251204_100552_ID201_veh.jpg,output_standard\imgs_plate_raw\20251204_100552_ID201_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_100552_ID201_plate_proc.jpg
2025-12-04 10:05:53,199,car,30566673,0.00,output_standard\imgs_full\20251204_100553_ID199.jpg,output_standard\imgs_vehicles\20251204_100553_ID199_veh.jpg,output_standard\imgs_plate_raw\20251204_100553_ID199_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_100553_ID199_plate_proc.jpg
2025-12-04 10:05:56,338,car,88463602,0.00,output_standard\imgs_full\20251204_100556_ID338.jpg,output_standard\imgs_vehicles\20251204_100556_ID338_veh.jpg,output_standard\imgs_plate_raw\20251204_100556_ID338_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_100556_ID338_plate_proc.jpg
2025-12-04 10:05:57,274,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_100557_ID274.jpg,output_standard\imgs_vehicles\20251204_100557_ID274_veh.jpg,output_standard\imgs_plate_raw\20251204_100557_ID274_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_100557_ID274_plate_proc.jpg
2025-12-04 10:06:16,695,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_100616_ID695.jpg,output_standard\imgs_vehicles\20251204_100616_ID695_veh.jpg,output_standard\imgs_plate_raw\20251204_100616_ID695_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_100616_ID695_plate_proc.jpg
2025-12-04 10:06:19,978,car,29661253,0.00,output_standard\imgs_full\20251204_100619_ID978.jpg,output_standard\imgs_vehicles\20251204_100619_ID978_veh.jpg,output_standard\imgs_plate_raw\20251204_100619_ID978_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_100619_ID978_plate_proc.jpg
2025-12-04 10:06:20,1103,car,30806022,0.00,output_standard\imgs_full\20251204_100620_ID1103.jpg,output_standard\imgs_vehicles\20251204_100620_ID1103_veh.jpg,output_standard\imgs_plate_raw\20251204_100620_ID1103_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_100620_ID1103_plate_proc.jpg
2025-12-04 10:06:23,1093,truck,829059493,0.00,output_standard\imgs_full\20251204_100623_ID1093.jpg,output_standard\imgs_vehicles\20251204_100623_ID1093_veh.jpg,output_standard\imgs_plate_raw\20251204_100623_ID1093_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_100623_ID1093_plate_proc.jpg
2025-12-04 10:06:26,1175,car,29058835,0.00,output_standard\imgs_full\20251204_100626_ID1175.jpg,output_standard\imgs_vehicles\20251204_100626_ID1175_veh.jpg,output_standard\imgs_plate_raw\20251204_100626_ID1175_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_100626_ID1175_plate_proc.jpg
2025-12-04 10:06:26,996,truck,29059093,0.00,output_standard\imgs_full\20251204_100626_ID996.jpg,output_standard\imgs_vehicles\20251204_100626_ID996_veh.jpg,output_standard\imgs_plate_raw\20251204_100626_ID996_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_100626_ID996_plate_proc.jpg
2025-12-04 10:08:35,162,car,NN773,0.00,output_standard\imgs_full\20251204_100835_ID162.jpg,output_standard\imgs_vehicles\20251204_100835_ID162_veh.jpg,output_standard\imgs_plate_raw\20251204_100835_ID162_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_100835_ID162_plate_proc.jpg
2025-12-04 10:10:52,201,car,3629790,0.00,output_standard\imgs_full\20251204_101052_ID201.jpg,output_standard\imgs_vehicles\20251204_101052_ID201_veh.jpg,output_standard\imgs_plate_raw\20251204_101052_ID201_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101052_ID201_plate_proc.jpg
2025-12-04 10:10:53,199,car,30566673,0.00,output_standard\imgs_full\20251204_101053_ID199.jpg,output_standard\imgs_vehicles\20251204_101053_ID199_veh.jpg,output_standard\imgs_plate_raw\20251204_101053_ID199_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101053_ID199_plate_proc.jpg
2025-12-04 10:10:56,338,car,88463602,0.00,output_standard\imgs_full\20251204_101056_ID338.jpg,output_standard\imgs_vehicles\20251204_101056_ID338_veh.jpg,output_standard\imgs_plate_raw\20251204_101056_ID338_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101056_ID338_plate_proc.jpg
2025-12-04 10:10:56,274,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_101056_ID274.jpg,output_standard\imgs_vehicles\20251204_101056_ID274_veh.jpg,output_standard\imgs_plate_raw\20251204_101056_ID274_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101056_ID274_plate_proc.jpg
2025-12-04 10:11:18,695,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_101118_ID695.jpg,output_standard\imgs_vehicles\20251204_101118_ID695_veh.jpg,output_standard\imgs_plate_raw\20251204_101118_ID695_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101118_ID695_plate_proc.jpg
2025-12-04 10:11:23,978,car,29661253,0.00,output_standard\imgs_full\20251204_101123_ID978.jpg,output_standard\imgs_vehicles\20251204_101123_ID978_veh.jpg,output_standard\imgs_plate_raw\20251204_101123_ID978_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101123_ID978_plate_proc.jpg
2025-12-04 10:11:24,1103,car,30806022,0.00,output_standard\imgs_full\20251204_101124_ID1103.jpg,output_standard\imgs_vehicles\20251204_101124_ID1103_veh.jpg,output_standard\imgs_plate_raw\20251204_101124_ID1103_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101124_ID1103_plate_proc.jpg
2025-12-04 10:11:27,1093,truck,829059493,0.00,output_standard\imgs_full\20251204_101127_ID1093.jpg,output_standard\imgs_vehicles\20251204_101127_ID1093_veh.jpg,output_standard\imgs_plate_raw\20251204_101127_ID1093_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101127_ID1093_plate_proc.jpg
2025-12-04 10:11:31,996,car,29059593,0.00,output_standard\imgs_full\20251204_101131_ID996.jpg,output_standard\imgs_vehicles\20251204_101131_ID996_veh.jpg,output_standard\imgs_plate_raw\20251204_101131_ID996_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101131_ID996_plate_proc.jpg
2025-12-04 10:11:32,1175,car,29058835,0.00,output_standard\imgs_full\20251204_101132_ID1175.jpg,output_standard\imgs_vehicles\20251204_101132_ID1175_veh.jpg,output_standard\imgs_plate_raw\20251204_101132_ID1175_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101132_ID1175_plate_proc.jpg
2025-12-04 10:14:23,201,car,3629790,0.00,output_standard\imgs_full\20251204_101423_ID201.jpg,output_standard\imgs_vehicles\20251204_101423_ID201_veh.jpg,output_standard\imgs_plate_raw\20251204_101423_ID201_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101423_ID201_plate_proc.jpg
2025-12-04 10:14:24,199,car,30566673,0.00,output_standard\imgs_full\20251204_101424_ID199.jpg,output_standard\imgs_vehicles\20251204_101424_ID199_veh.jpg,output_standard\imgs_plate_raw\20251204_101424_ID199_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101424_ID199_plate_proc.jpg
2025-12-04 10:14:27,338,car,88463602,0.00,output_standard\imgs_full\20251204_101427_ID338.jpg,output_standard\imgs_vehicles\20251204_101427_ID338_veh.jpg,output_standard\imgs_plate_raw\20251204_101427_ID338_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101427_ID338_plate_proc.jpg
2025-12-04 10:14:28,274,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_101428_ID274.jpg,output_standard\imgs_vehicles\20251204_101428_ID274_veh.jpg,output_standard\imgs_plate_raw\20251204_101428_ID274_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101428_ID274_plate_proc.jpg
2025-12-04 10:14:57,695,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_101457_ID695.jpg,output_standard\imgs_vehicles\20251204_101457_ID695_veh.jpg,output_standard\imgs_plate_raw\20251204_101457_ID695_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101457_ID695_plate_proc.jpg
2025-12-04 10:15:02,978,car,29661253,0.00,output_standard\imgs_full\20251204_101502_ID978.jpg,output_standard\imgs_vehicles\20251204_101502_ID978_veh.jpg,output_standard\imgs_plate_raw\20251204_101502_ID978_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101502_ID978_plate_proc.jpg
2025-12-04 10:17:32,201,car,3629790,0.00,output_standard\imgs_full\20251204_101732_ID201.jpg,output_standard\imgs_vehicles\20251204_101732_ID201_veh.jpg,output_standard\imgs_plate_raw\20251204_101732_ID201_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101732_ID201_plate_proc.jpg
2025-12-04 10:17:33,199,car,30566673,0.00,output_standard\imgs_full\20251204_101733_ID199.jpg,output_standard\imgs_vehicles\20251204_101733_ID199_veh.jpg,output_standard\imgs_plate_raw\20251204_101733_ID199_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101733_ID199_plate_proc.jpg
2025-12-04 10:17:36,338,car,88463602,0.00,output_standard\imgs_full\20251204_101736_ID338.jpg,output_standard\imgs_vehicles\20251204_101736_ID338_veh.jpg,output_standard\imgs_plate_raw\20251204_101736_ID338_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101736_ID338_plate_proc.jpg
2025-12-04 10:17:36,274,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_101736_ID274.jpg,output_standard\imgs_vehicles\20251204_101736_ID274_veh.jpg,output_standard\imgs_plate_raw\20251204_101736_ID274_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101736_ID274_plate_proc.jpg
2025-12-04 10:17:54,695,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_101754_ID695.jpg,output_standard\imgs_vehicles\20251204_101754_ID695_veh.jpg,output_standard\imgs_plate_raw\20251204_101754_ID695_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101754_ID695_plate_proc.jpg
2025-12-04 10:17:58,978,car,29661253,0.00,output_standard\imgs_full\20251204_101758_ID978.jpg,output_standard\imgs_vehicles\20251204_101758_ID978_veh.jpg,output_standard\imgs_plate_raw\20251204_101758_ID978_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101758_ID978_plate_proc.jpg
2025-12-04 10:17:59,1103,car,30806022,0.00,output_standard\imgs_full\20251204_101759_ID1103.jpg,output_standard\imgs_vehicles\20251204_101759_ID1103_veh.jpg,output_standard\imgs_plate_raw\20251204_101759_ID1103_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101759_ID1103_plate_proc.jpg
2025-12-04 10:18:01,1093,truck,829059493,0.00,output_standard\imgs_full\20251204_101801_ID1093.jpg,output_standard\imgs_vehicles\20251204_101801_ID1093_veh.jpg,output_standard\imgs_plate_raw\20251204_101801_ID1093_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101801_ID1093_plate_proc.jpg
2025-12-04 10:18:04,1175,car,29058835,0.00,output_standard\imgs_full\20251204_101804_ID1175.jpg,output_standard\imgs_vehicles\20251204_101804_ID1175_veh.jpg,output_standard\imgs_plate_raw\20251204_101804_ID1175_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101804_ID1175_plate_proc.jpg
2025-12-04 10:18:04,996,truck,29059093,0.00,output_standard\imgs_full\20251204_101804_ID996.jpg,output_standard\imgs_vehicles\20251204_101804_ID996_veh.jpg,output_standard\imgs_plate_raw\20251204_101804_ID996_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_101804_ID996_plate_proc.jpg
2025-12-04 10:20:25,201,car,3629790,0.00,output_standard\imgs_full\20251204_102025_ID201.jpg,output_standard\imgs_vehicles\20251204_102025_ID201_veh.jpg,output_standard\imgs_plate_raw\20251204_102025_ID201_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_102025_ID201_plate_proc.jpg
2025-12-04 10:20:27,199,car,30566673,0.00,output_standard\imgs_full\20251204_102027_ID199.jpg,output_standard\imgs_vehicles\20251204_102027_ID199_veh.jpg,output_standard\imgs_plate_raw\20251204_102027_ID199_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_102027_ID199_plate_proc.jpg
2025-12-04 10:20:30,338,car,88463602,0.00,output_standard\imgs_full\20251204_102030_ID338.jpg,output_standard\imgs_vehicles\20251204_102030_ID338_veh.jpg,output_standard\imgs_plate_raw\20251204_102030_ID338_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_102030_ID338_plate_proc.jpg
2025-12-04 10:20:30,274,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_102030_ID274.jpg,output_standard\imgs_vehicles\20251204_102030_ID274_veh.jpg,output_standard\imgs_plate_raw\20251204_102030_ID274_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_102030_ID274_plate_proc.jpg
2025-12-04 10:30:52,137,car,UNKN0WN,0.00,output_standard\imgs_full\20251204_103052_ID137.jpg,output_standard\imgs_vehicles\20251204_103052_ID137_veh.jpg,output_standard\imgs_plate_raw\20251204_103052_ID137_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103052_ID137_plate_proc.jpg
2025-12-04 10:30:52,247,car,Unknown,0.00,output_standard\imgs_full\20251204_103052_ID247.jpg,output_standard\imgs_vehicles\20251204_103052_ID247_veh.jpg,,
2025-12-04 10:30:52,5,truck,UNKN0WN,0.00,output_standard\imgs_full\20251204_103052_ID5.jpg,output_standard\imgs_vehicles\20251204_103052_ID5_veh.jpg,output_standard\imgs_plate_raw\20251204_103052_ID5_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103052_ID5_plate_proc.jpg
2025-12-04 10:30:54,195,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103054_ID195.jpg,output_standard\imgs_vehicles\20251204_103054_ID195_veh.jpg,output_standard\imgs_plate_raw\20251204_103054_ID195_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103054_ID195_plate_proc.jpg
2025-12-04 10:30:55,127,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103055_ID127.jpg,output_standard\imgs_vehicles\20251204_103055_ID127_veh.jpg,output_standard\imgs_plate_raw\20251204_103055_ID127_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103055_ID127_plate_proc.jpg
2025-12-04 10:30:56,416,motorcycle,Unknown,0.00,output_standard\imgs_full\20251204_103056_ID416.jpg,output_standard\imgs_vehicles\20251204_103056_ID416_veh.jpg,,
2025-12-04 10:31:00,508,truck,UNKN0WN,0.00,output_standard\imgs_full\20251204_103100_ID508.jpg,output_standard\imgs_vehicles\20251204_103100_ID508_veh.jpg,output_standard\imgs_plate_raw\20251204_103100_ID508_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103100_ID508_plate_proc.jpg
2025-12-04 10:31:02,338,car,UNKN0WN,0.00,output_standard\imgs_full\20251204_103102_ID338.jpg,output_standard\imgs_vehicles\20251204_103102_ID338_veh.jpg,output_standard\imgs_plate_raw\20251204_103102_ID338_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103102_ID338_plate_proc.jpg
2025-12-04 10:31:18,520,car,UNKN0WN,0.00,output_standard\imgs_full\20251204_103118_ID520.jpg,output_standard\imgs_vehicles\20251204_103118_ID520_veh.jpg,output_standard\imgs_plate_raw\20251204_103118_ID520_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103118_ID520_plate_proc.jpg
2025-12-04 10:31:18,710,car,UNKN0WN,0.00,output_standard\imgs_full\20251204_103118_ID710.jpg,output_standard\imgs_vehicles\20251204_103118_ID710_veh.jpg,output_standard\imgs_plate_raw\20251204_103118_ID710_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103118_ID710_plate_proc.jpg
2025-12-04 10:31:18,526,car,Unknown,0.00,output_standard\imgs_full\20251204_103118_ID526.jpg,output_standard\imgs_vehicles\20251204_103118_ID526_veh.jpg,output_standard\imgs_plate_raw\20251204_103118_ID526_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103118_ID526_plate_proc.jpg
2025-12-04 10:31:21,652,car,UNKN0WN,0.00,output_standard\imgs_full\20251204_103121_ID652.jpg,output_standard\imgs_vehicles\20251204_103121_ID652_veh.jpg,output_standard\imgs_plate_raw\20251204_103121_ID652_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103121_ID652_plate_proc.jpg
2025-12-04 10:31:22,772,car,UNKN0WN,0.00,output_standard\imgs_full\20251204_103122_ID772.jpg,output_standard\imgs_vehicles\20251204_103122_ID772_veh.jpg,output_standard\imgs_plate_raw\20251204_103122_ID772_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103122_ID772_plate_proc.jpg
2025-12-04 10:31:22,1073,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103122_ID1073.jpg,output_standard\imgs_vehicles\20251204_103122_ID1073_veh.jpg,output_standard\imgs_plate_raw\20251204_103122_ID1073_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103122_ID1073_plate_proc.jpg
2025-12-04 10:31:23,738,car,Unknown,0.00,output_standard\imgs_full\20251204_103123_ID738.jpg,output_standard\imgs_vehicles\20251204_103123_ID738_veh.jpg,output_standard\imgs_plate_raw\20251204_103123_ID738_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103123_ID738_plate_proc.jpg
2025-12-04 10:31:25,1129,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103125_ID1129.jpg,output_standard\imgs_vehicles\20251204_103125_ID1129_veh.jpg,output_standard\imgs_plate_raw\20251204_103125_ID1129_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103125_ID1129_plate_proc.jpg
2025-12-04 10:31:25,1096,car,Unknown,0.00,output_standard\imgs_full\20251204_103125_ID1096.jpg,output_standard\imgs_vehicles\20251204_103125_ID1096_veh.jpg,,
2025-12-04 10:31:25,761,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103125_ID761.jpg,output_standard\imgs_vehicles\20251204_103125_ID761_veh.jpg,output_standard\imgs_plate_raw\20251204_103125_ID761_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103125_ID761_plate_proc.jpg
2025-12-04 10:32:12,201,car,3629790,0.00,output_standard\imgs_full\20251204_103212_ID201.jpg,output_standard\imgs_vehicles\20251204_103212_ID201_veh.jpg,output_standard\imgs_plate_raw\20251204_103212_ID201_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103212_ID201_plate_proc.jpg
